"DT_GERACAO";"HH_GERACAO";"CD_PLEITO";"SG_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"NR_URNA_ESPERADA";"CD_CARGA_URNA_ESPERADA";"CD_FLASHCARD_URNA_ESPERADA";"DT_CARGA_URNA_ESPERADA";"ST_CORRESP_ALTERADA"
"27/10/2018";"14:41:59";"229";"AC";"01570";"ASSIS BRASIL";"6";"1176959";"153681156120986041876127";"23C345C4";"27/09/2018 09:49:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01570";"ASSIS BRASIL";"6";"1175789";"325398328837344082046955";"23C345C4";"27/09/2018 11:49:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01570";"ASSIS BRASIL";"6";"1174553";"244590247029516527410814";"23C345C4";"27/09/2018 09:41:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01570";"ASSIS BRASIL";"6";"1105693";"971863972602835025482527";"23C345C4";"27/09/2018 11:38:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01570";"ASSIS BRASIL";"6";"1104820";"709136700075210975163584";"23C345C4";"27/09/2018 10:52:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01570";"ASSIS BRASIL";"6";"1101091";"507116508355067106256812";"23C345C4";"27/09/2018 10:44:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01570";"ASSIS BRASIL";"6";"1072106";"790045794484562206517998";"23C345C4";"27/09/2018 11:28:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01570";"ASSIS BRASIL";"6";"1071674";"577823570762328492154267";"23C345C4";"27/09/2018 10:38:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1107252";"397472390575932684038608";"67F57686";"26/09/2018 17:57:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1106174";"367169362672567681056987";"67F57686";"26/09/2018 18:07:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1105834";"690402695505867756857991";"67F57686";"26/09/2018 17:43:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1104778";"680301681804924548214575";"67F57686";"20/10/2018 14:41:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1104748";"498482496685172695026633";"67F57686";"27/09/2018 15:03:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1104381";"609593603096542223774699";"67F57686";"26/09/2018 18:12:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1104090";"104543106146996187914715";"67F57686";"21/10/2018 10:41:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1103250";"781311789014334713141388";"67F57686";"21/10/2018 10:10:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1101968";"538886537989555372312994";"67F57686";"27/09/2018 14:53:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1101393";"488381482084377581269842";"67F57686";"26/09/2018 18:20:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1101320";"94442097745945823277741";"67F57686";"26/09/2018 18:02:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1056154";"660199668202598943522346";"67F57686";"27/09/2018 11:39:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1015902";"235856236959787802962017";"67F57686";"20/10/2018 11:01:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1015704";"751008752511278693730252";"67F57686";"26/09/2018 17:48:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1009099";"155048158551419071730806";"67F57686";"26/09/2018 17:53:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01554";"MANOEL URBANO";"3";"1005748";"306563304966365575176930";"67F57686";"20/10/2018 14:21:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1193722";"378625376810235105649987";"C050F90C";"27/09/2018 10:57:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1192281";"267514267099927666554093";"C050F90C";"27/09/2018 10:28:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1106834";"378625373236924543381836";"E58BAE0F";"27/09/2018 10:09:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1106451";"600948602233238811379856";"C050F90C";"27/09/2018 10:45:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1105398";"348322348707494034199607";"C050F90C";"27/09/2018 10:12:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1104882";"873675870186381811281581";"E58BAE0F";"27/09/2018 10:52:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1104488";"974685973770052867001548";"C050F90C";"27/09/2018 10:11:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1103744";"196807199118126056171385";"E58BAE0F";"27/09/2018 10:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1103190";"802968802953112881036221";"C050F90C";"27/09/2018 10:23:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1103013";"358423351608825781152734";"C050F90C";"27/09/2018 10:34:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1101730";"611049616834897682231933";"C050F90C";"27/09/2018 10:40:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1101701";"843372846783590165108903";"E58BAE0F";"27/09/2018 10:38:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1101418";"893877892588250451368422";"E58BAE0F";"27/09/2018 10:15:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1099189";"55493057004311243243403";"E58BAE0F";"27/09/2018 10:31:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1081344";"4988000773506002417488";"C050F90C";"27/09/2018 10:17:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1079784";"378625377736003118714829";"E58BAE0F";"27/09/2018 10:45:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1014767";"287716286227389418700897";"E58BAE0F";"27/09/2018 10:20:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01538";"SENADOR GUIOMARD";"8";"1009938";"732261733146178906018414";"C050F90C";"27/09/2018 10:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1211566";"572145575592160397447074";"A38EE9E5";"26/09/2018 13:41:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1211221";"16589018936710381109493";"A38EE9E5";"27/09/2018 10:46:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1195253";"6488005635173577835331";"A38EE9E5";"26/09/2018 13:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1163039";"400428406363789371740097";"3EE74041";"27/09/2018 11:05:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1105945";"794367799202451204681478";"3EE74041";"26/09/2018 13:42:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1104870";"753963756098647093518355";"3EE74041";"26/09/2018 13:54:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1104794";"733761730908468540519618";"A38EE9E5";"26/09/2018 14:24:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1103627";"471135471770113104050799";"3EE74041";"26/09/2018 13:33:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1103259";"511539514474218706495556";"3EE74041";"27/09/2018 10:46:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1101288";"582246585781414240202884";"3EE74041";"26/09/2018 13:27:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1100816";"471135478482050104831392";"A38EE9E5";"27/09/2018 10:53:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1077144";"258913256160946683077398";"A38EE9E5";"26/09/2018 14:06:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1070975";"309418300153318723799858";"3EE74041";"26/09/2018 13:47:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1033699";"410529413276165486504231";"A38EE9E5";"26/09/2018 13:52:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1031579";"824670822605467703805648";"3EE74041";"26/09/2018 14:14:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01511";"PLÁCIDO DE CASTRO";"8";"1010083";"157903155038427305312003";"3EE74041";"26/09/2018 14:00:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1192839";"215743212430219052309238";"8A75AE2D";"28/09/2018 15:15:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1190764";"801602804689624915057296";"8A75AE2D";"28/09/2018 14:14:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1179059";"367258364645339683265817";"8A75AE2D";"28/09/2018 14:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1159859";"397561398348615491252497";"8A75AE2D";"28/09/2018 15:53:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1136941";"145036143358866315476592";"2C4E4BF6";"28/09/2018 15:11:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1106789";"559177554399258853111846";"2C4E4BF6";"28/09/2018 15:02:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1105850";"54127057714143150774194";"8A75AE2D";"28/09/2018 15:25:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1104876";"276349276671159150581199";"2C4E4BF6";"28/09/2018 14:41:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1104873";"549076546663009199863984";"8A75AE2D";"28/09/2018 14:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1104407";"781400782187572222863346";"8A75AE2D";"28/09/2018 14:31:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1103319";"84430086452453617980842";"2C4E4BF6";"28/09/2018 14:48:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1103082";"367258368580820091144900";"2C4E4BF6";"28/09/2018 14:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1024892";"13723014110171924365301";"8A75AE2D";"28/09/2018 14:45:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1023814";"185440187927398470149106";"8A75AE2D";"28/09/2018 14:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1014927";"892511899398544113816160";"8A75AE2D";"28/09/2018 15:10:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01490";"XAPURI";"2";"1011077";"316753310075191641879017";"2C4E4BF6";"28/09/2018 15:22:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1205955";"701125700130877049233575";"5EC4D04A";"27/09/2018 18:14:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1193993";"236478235443269196432852";"0C3BC33C";"27/09/2018 17:31:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1193832";"539408530271408011445042";"C044759D";"27/09/2018 18:01:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1193725";"216276217939485078033637";"C044759D";"27/09/2018 15:55:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1192427";"337488337951567857849545";"C044759D";"28/09/2018 09:13:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1188929";"590014590179747663671237";"0C3BC33C";"27/09/2018 18:05:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1181920";"549509545291061150194382";"6F3A5A0A";"27/09/2018 17:38:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1176830";"196074195539629649005739";"0C3BC33C";"28/09/2018 10:06:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1175732";"842539842202063638806423";"C044759D";"27/09/2018 17:25:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1125005";"943549942254161269193785";"5EC4D04A";"27/09/2018 17:25:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1104682";"549509545491801686839638";"6F3A5A0A";"27/09/2018 17:43:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1104019";"74862075125759829247846";"C044759D";"27/09/2018 17:49:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1103982";"458600455705741835174733";"5EC4D04A";"27/09/2018 18:07:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1098196";"499004498969796847409450";"0C3BC33C";"28/09/2018 09:14:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1088716";"973852978015428835561092";"C044759D";"27/09/2018 17:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1077944";"418296413301356515588810";"5EC4D04A";"27/09/2018 18:02:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1075898";"226377228042447741096021";"0C3BC33C";"27/09/2018 17:25:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1069630";"367791366773564024128127";"6F3A5A0A";"27/09/2018 16:35:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1067325";"549509548074102903366387";"0C3BC33C";"28/09/2018 09:09:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1065029";"206175204380762576199276";"5EC4D04A";"28/09/2018 09:09:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1061397";"428397420979522010244965";"6F3A5A0A";"27/09/2018 17:32:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1032962";"529307525989209228241373";"6F3A5A0A";"27/09/2018 17:49:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1032952";"175872171354462016836098";"6F3A5A0A";"27/09/2018 18:07:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1031468";"701125708707574889313228";"6F3A5A0A";"27/09/2018 18:01:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1031233";"367791366154652805968371";"C044759D";"27/09/2018 18:07:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1031016";"973852971317178797295712";"0C3BC33C";"27/09/2018 16:35:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1029702";"398094391876959907900582";"6F3A5A0A";"28/09/2018 09:09:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1029384";"953650955232535756499464";"6F3A5A0A";"28/09/2018 09:18:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1023710";"781933789615004142932160";"6F3A5A0A";"27/09/2018 17:25:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1015369";"337488336653895200930177";"0C3BC33C";"27/09/2018 17:56:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1014434";"165771166976746878759990";"5EC4D04A";"28/09/2018 09:18:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1013731";"620317620080053026613340";"C044759D";"27/09/2018 16:47:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1013233";"610216618279177710136209";"C044759D";"28/09/2018 09:09:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1012959";"347589347171838803440728";"6F3A5A0A";"27/09/2018 17:55:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1009660";"297084292749556263297774";"0C3BC33C";"27/09/2018 17:43:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01473";"TARAUACÁ";"5";"1008914";"963751968716646383932398";"0C3BC33C";"27/09/2018 17:49:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1142983";"813614813746515825719117";"AD541B52";"26/09/2018 14:41:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1114304";"975230971762791948910585";"AD541B52";"26/09/2018 15:15:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1106701";"934826932157713432378690";"C6886884";"26/09/2018 18:01:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1103850";"884321884252293646340514";"C6886884";"26/09/2018 17:29:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1102838";"470280474211706885752460";"C6886884";"26/09/2018 15:47:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1102833";"520785520217812365060447";"AD541B52";"26/09/2018 18:17:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1102722";"167149163980975892058299";"C6886884";"26/09/2018 15:41:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1102507";"480381488012917221220664";"C6886884";"26/09/2018 18:19:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1102472";"288361288592330189845101";"C6886884";"26/09/2018 16:08:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1094638";"591492595024154555295154";"AD541B52";"26/09/2018 15:20:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1080147";"722705728337660902303943";"AD541B52";"26/09/2018 18:12:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1078853";"288361282492112460835558";"C6886884";"26/09/2018 17:12:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1078246";"369169360601169688448566";"AD541B52";"26/09/2018 15:06:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1069730";"268159266490892661406926";"C6886884";"26/09/2018 16:02:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1057136";"823715820347091517657376";"AD541B52";"26/09/2018 18:08:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1023799";"369169362300459277544371";"C6886884";"26/09/2018 17:07:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1023712";"470280478312925760398944";"AD541B52";"26/09/2018 15:01:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01457";"SENA MADUREIRA";"3";"1014594";"813614810745922102673487";"C6886884";"26/09/2018 15:54:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1510019";"570456570434125802812015";"B761998C";"30/09/2018 15:26:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1224914";"742173746521099974686218";"1DA4648F";"30/09/2018 18:01:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1211569";"540153547901273234032920";"1DA4648F";"30/09/2018 17:08:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1211281";"176416177152840406955152";"584831CE";"30/09/2018 18:23:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1211273";"176416177857331772185513";"921BFFA5";"30/09/2018 15:03:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1210680";"398638390330160265927512";"B9BABA30";"30/09/2018 18:07:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1194963";"459244455287093378123485";"F7CDDE5D";"30/09/2018 16:17:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1194311";"95608090181654665028770";"FADB1606";"30/09/2018 18:04:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1185324";"449143447226134887634374";"4741240A";"30/09/2018 18:32:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1176510";"186517181165471268249022";"1DA4648F";"30/09/2018 16:12:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1170498";"822981827422480712413029";"921BFFA5";"30/09/2018 17:07:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1170293";"418840417488859617580678";"1DA4648F";"30/09/2018 18:11:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1126066";"469345465828117106591638";"4741240A";"30/09/2018 18:14:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1125050";"489547488691043620471160";"2F642622";"30/09/2018 18:04:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1106906";"348133342174019501654249";"921BFFA5";"30/09/2018 15:19:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1106784";"358234357870046614400049";"584831CE";"30/09/2018 17:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1106707";"146113149605838838421737";"B9BABA30";"30/09/2018 18:32:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1106421";"822981821124516846398191";"F7CDDE5D";"30/09/2018 17:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1106227";"75406077654760977121531";"1DA4648F";"30/09/2018 17:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1106099";"348133348476032105351636";"F7CDDE5D";"30/09/2018 18:32:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1105961";"206719201997951604648328";"B761998C";"30/09/2018 17:17:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"9";"1105922";"732072733713404882402879";"921BFFA5";"30/09/2018 18:23:00";"*"
