"DT_GERACAO";"HH_GERACAO";"CD_PLEITO";"SG_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"NR_URNA_ESPERADA";"CD_CARGA_URNA_ESPERADA";"CD_FLASHCARD_URNA_ESPERADA";"DT_CARGA_URNA_ESPERADA";"ST_CORRESP_ALTERADA"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1071232";"226933228275720146952296";"30CE1513";"29/09/2018 12:20:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1070429";"822993829957236431501486";"C26018AC";"29/09/2018 12:10:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1067960";"631074633060048490749825";"4DDD1A3A";"29/09/2018 12:10:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1067840";"368347367495266905775278";"A6AA6DD3";"29/09/2018 12:17:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1040898";"105721109016235163887538";"4B44D79E";"29/09/2018 12:29:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1036685";"974408976872700982335057";"C26018AC";"29/09/2018 11:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1035008";"833094834214713229176928";"7FEA6467";"29/09/2018 11:27:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1033915";"873498877502154819776569";"B4ED9275";"29/09/2018 11:01:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1033373";"792690797319973566286254";"BC5179B2";"29/09/2018 10:59:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1032550";"802791803050213142702670";"07E827E0";"29/09/2018 12:10:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1029842";"287539285859252852325293";"7FEA6467";"29/09/2018 12:18:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1014994";"641175641870945893389527";"08587790";"29/09/2018 11:10:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1014718";"509761503847544096548118";"4DDD1A3A";"29/09/2018 10:57:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1013755";"479458474365897739193644";"A84E10AF";"29/09/2018 11:03:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1013188";"833094839758361205400702";"C26018AC";"29/09/2018 10:41:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1012439";"903701907087509427945846";"4DDD1A3A";"29/09/2018 10:42:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1011107";"358246353410084140507221";"C26018AC";"29/09/2018 10:09:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1010843";"277438277461331941646335";"889D071C";"29/09/2018 12:28:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1008594";"550266550661279615164503";"4B44D79E";"29/09/2018 11:16:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1008128";"782589786037533925996471";"A6AA6DD3";"29/09/2018 10:18:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1006077";"398650394270887501684515";"7FEA6467";"29/09/2018 11:04:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1006059";"408751403910480974748566";"07E827E0";"29/09/2018 11:56:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01392";"RIO BRANCO";"1";"1005701";"24913021472594315217272";"07E827E0";"29/09/2018 12:21:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1211563";"487825481924812619492504";"99284D25";"26/09/2018 17:54:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1195553";"164693169318102308013233";"E0F7B3A4";"26/09/2018 17:31:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1194458";"265603263211505105050195";"DBC8C40F";"26/09/2018 17:44:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1193724";"326209328134348681020945";"E0F7B3A4";"26/09/2018 17:06:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1192681";"33380037579370056213151";"99284D25";"26/09/2018 17:28:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1192648";"801057807182617351054162";"E0F7B3A4";"26/09/2018 16:22:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1178374";"841461848360099410618836";"99284D25";"26/09/2018 16:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1178229";"417118412317130895843205";"99284D25";"26/09/2018 16:12:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1177711";"558532558040275793710455";"DBC8C40F";"26/09/2018 16:12:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1176950";"205097208505192613659117";"DBC8C40F";"26/09/2018 16:42:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1176855";"568633565958687835828437";"E0F7B3A4";"26/09/2018 17:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1118597";"558532555131646177178594";"99284D25";"26/09/2018 16:26:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1107157";"245401242847414009399480";"166202EE";"26/09/2018 17:43:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1106210";"83885080384569448242653";"99284D25";"26/09/2018 16:49:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1102832";"972774973899364508119769";"E0F7B3A4";"26/09/2018 15:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1102575";"528229524354749161433587";"E0F7B3A4";"26/09/2018 16:54:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1102378";"538330535738558193702630";"DBC8C40F";"26/09/2018 17:06:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1100888";"588835589060723876046992";"E0F7B3A4";"26/09/2018 15:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1099271";"508027503973869979075206";"166202EE";"26/09/2018 17:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1094781";"396916392941446636765808";"E0F7B3A4";"26/09/2018 16:08:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1075932";"659542651067893305474874";"E0F7B3A4";"26/09/2018 17:44:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1070385";"780855781880808397935538";"E0F7B3A4";"26/09/2018 15:44:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1069744";"659542655067718399639026";"E0F7B3A4";"26/09/2018 17:24:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1041422";"861663861671880152630507";"DBC8C40F";"26/09/2018 16:25:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1034477";"114188115787962685522412";"99284D25";"26/09/2018 18:02:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1031057";"982875986721327365493180";"166202EE";"26/09/2018 17:28:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1030299";"578734579342425054353883";"DBC8C40F";"26/09/2018 17:21:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1030292";"407017401363321886306066";"166202EE";"26/09/2018 17:22:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1028543";"124289122188976002895312";"99284D25";"26/09/2018 17:21:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1015644";"23279028978711926120014";"99284D25";"26/09/2018 17:10:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1013234";"83885083893208712788871";"DBC8C40F";"26/09/2018 17:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1008188";"215198216997783708584486";"99284D25";"26/09/2018 16:59:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1007935";"902067900375987194927214";"DBC8C40F";"26/09/2018 17:33:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01139";"FEIJÓ";"7";"1005715";"881865884711597915236707";"166202EE";"26/09/2018 18:00:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1211288";"125000122977367740552067";"9BDE560F";"27/09/2018 11:03:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1178041";"771565779542669581996088";"9BDE560F";"26/09/2018 13:54:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1107263";"569444564283437762301869";"01CBC362";"26/09/2018 13:45:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1107136";"458333451872363203501763";"01CBC362";"27/09/2018 10:49:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1107131";"973585972524210066407375";"01CBC362";"27/09/2018 11:03:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1105026";"609848609725264862837685";"9BDE560F";"26/09/2018 13:42:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1104978";"751363753940517308617507";"9BDE560F";"26/09/2018 13:26:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1104967";"619949610526188334751800";"9BDE560F";"26/09/2018 13:32:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1104960";"54393058632778192540422";"01CBC362";"27/09/2018 10:55:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1104443";"165404166781620348447221";"9BDE560F";"26/09/2018 11:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1104406";"832171831748758287173259";"9BDE560F";"26/09/2018 13:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1102977";"226010225987566141501517";"9BDE560F";"26/09/2018 13:20:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1102409";"226010226549909032044599";"01CBC362";"26/09/2018 13:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1101234";"852373859312370248147149";"01CBC362";"26/09/2018 13:40:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1079723";"236111238850949328771801";"01CBC362";"26/09/2018 13:34:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1037838";"943282946059026574887474";"9BDE560F";"26/09/2018 13:48:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1032607";"983686986363893860007284";"9BDE560F";"27/09/2018 10:49:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1013665";"983686989825582323046590";"01CBC362";"26/09/2018 13:15:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1010786";"619949617288517598465342";"01CBC362";"26/09/2018 13:28:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01120";"ACRELÂNDIA";"8";"1010413";"316919311796962553400260";"9BDE560F";"27/09/2018 10:54:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1210339";"65172067534572068767192";"8F74BFE6";"27/09/2018 10:52:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1194158";"913657917616399885768117";"9C8E851A";"27/09/2018 11:50:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1193463";"762142763901270287462213";"9C8E851A";"27/09/2018 10:52:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1177467";"135879132638812595022489";"9C8E851A";"27/09/2018 10:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1107106";"853051852513476209413797";"8F74BFE6";"27/09/2018 09:46:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1103258";"145980149842708465412048";"8F74BFE6";"27/09/2018 10:44:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1101289";"469112465471396030879230";"9C8E851A";"27/09/2018 10:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1099883";"509516501078252295282665";"8F74BFE6";"27/09/2018 10:38:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1080413";"358001359860912499443201";"9C8E851A";"27/09/2018 10:44:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1079339";"933859939521838059189853";"8F74BFE6";"27/09/2018 11:56:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1068007";"105576102038871617773957";"8F74BFE6";"27/09/2018 11:28:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1067499";"216687216749577870751029";"8F74BFE6";"27/09/2018 09:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1013817";"519617512876284968161318";"9C8E851A";"27/09/2018 11:28:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1003062";"307596305055575393883744";"9C8E851A";"27/09/2018 09:41:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01112";"EPITACIOLÂNDIA";"6";"1000760";"297495295354128265472787";"9C8E851A";"27/09/2018 09:49:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01104";"JORDÃO";"5";"1193321";"136568130784574897139888";"F42CC480";"27/09/2018 14:59:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01104";"JORDÃO";"5";"1072163";"86063081279042529825565";"F42CC480";"27/09/2018 15:07:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01104";"JORDÃO";"5";"1034125";"399194399110164798536071";"F42CC480";"27/09/2018 15:13:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01104";"JORDÃO";"5";"1030935";"692124695240350546057201";"F42CC480";"27/09/2018 14:13:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01104";"JORDÃO";"5";"1030512";"621417626833218049068698";"F42CC480";"27/09/2018 16:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01104";"JORDÃO";"5";"1030104";"570912574228608310450446";"F42CC480";"27/09/2018 16:50:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01104";"JORDÃO";"5";"1025629";"227477224393979609489819";"F42CC480";"27/09/2018 14:23:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01104";"JORDÃO";"5";"1023420";"136568132184000125949305";"F42CC480";"27/09/2018 17:20:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01104";"JORDÃO";"5";"1013636";"631518633934791669700572";"F42CC480";"28/09/2018 09:12:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01104";"JORDÃO";"5";"1013261";"823437821853941134223221";"F42CC480";"27/09/2018 15:18:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1107100";"748218746019060815036254";"3614CCD8";"28/09/2018 15:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1105654";"859329857956131495445581";"2DC8D1AE";"28/09/2018 15:19:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1105323";"283672285973309704325797";"3614CCD8";"28/09/2018 11:39:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1104105";"627006626607063281898030";"3614CCD8";"28/09/2018 11:22:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1103276";"798723796750810179559417";"2DC8D1AE";"28/09/2018 11:39:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1102624";"839127831728970890313907";"3614CCD8";"28/09/2018 15:17:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1092300";"283672287599878221855056";"2DC8D1AE";"28/09/2018 17:29:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1079007";"586602588829954676553227";"2DC8D1AE";"27/09/2018 19:24:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1070433";"980642987269464395912492";"2DC8D1AE";"28/09/2018 15:48:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1069771";"233167231494363206493289";"2DC8D1AE";"28/09/2018 11:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1032393";"919935919836210334373392";"3614CCD8";"27/09/2018 19:23:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1030480";"829026824053916806690615";"2DC8D1AE";"28/09/2018 15:25:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1017679";"616905614406912577422668";"3614CCD8";"28/09/2018 15:28:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1014009";"182662185589240434527903";"2DC8D1AE";"28/09/2018 15:42:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1012012";"546298542125182038263973";"2DC8D1AE";"28/09/2018 11:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01090";"MÂNCIO LIMA";"4";"1009072";"919935917636954877794814";"3614CCD8";"28/09/2018 11:48:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1178921";"607504601996694896485624";"2854FC95";"28/09/2018 15:25:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1156852";"557099550916649752880599";"3C0422EA";"28/09/2018 15:25:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1106698";"92453099245680913399491";"2854FC95";"28/09/2018 17:29:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1106502";"748918749735761480015944";"3C0422EA";"28/09/2018 11:39:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1105409";"809524805041440529796975";"3C0422EA";"28/09/2018 11:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1104987";"759019754136346640060471";"3C0422EA";"28/09/2018 17:29:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1104565";"82352080669496381988966";"3C0422EA";"28/09/2018 15:47:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1104191";"41948047140682914837555";"2854FC95";"28/09/2018 11:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1104150";"900534900426201442039540";"2854FC95";"27/09/2018 19:23:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1103134";"62150062542088983269659";"2854FC95";"28/09/2018 11:39:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1102633";"940938943030386701989204";"2854FC95";"28/09/2018 11:22:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1101704";"11645011162450472079242";"3C0422EA";"28/09/2018 11:22:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1089279";"516695510187998497722911";"2854FC95";"28/09/2018 15:48:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1082833";"294473296065356583597996";"2854FC95";"28/09/2018 15:42:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01082";"RODRIGUES ALVES";"4";"1080327";"971241970058039921885109";"3C0422EA";"28/09/2018 15:42:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1512311";"305274304493379571132281";"54457D94";"28/09/2018 20:49:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1211425";"618305619994886901599662";"C67F3190";"27/09/2018 19:40:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1193845";"709214705720692437465293";"961D5064";"28/09/2018 15:41:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1192691";"850729856878369858658029";"FE7FF557";"28/09/2018 11:23:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1192318";"719315710834108553979323";"27782C2D";"27/09/2018 19:33:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1178758";"689012680918676180281513";"961D5064";"27/09/2018 19:59:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1177417";"234567238116441493259880";"FE7FF557";"28/09/2018 15:18:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1177180";"951739954614474898531164";"6027700B";"27/09/2018 20:25:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1176512";"891133890052533202572008";"27782C2D";"28/09/2018 11:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1175863";"749618746124952530738023";"961D5064";"28/09/2018 15:18:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1144775";"426486420975556713503924";"C67F3190";"28/09/2018 11:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1131633";"820426824245516476013213";"27782C2D";"27/09/2018 19:46:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1127811";"658709654215672582686151";"961D5064";"28/09/2018 11:39:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1107155";"32547038966627723022556";"27782C2D";"28/09/2018 17:29:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1106584";"961840962589885081071863";"FE7FF557";"28/09/2018 15:40:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1106336";"305274300880942943439689";"961D5064";"28/09/2018 11:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1105765";"658709658628573575585308";"27782C2D";"27/09/2018 19:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1105698";"739517734736864512212598";"27782C2D";"28/09/2018 11:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1105408";"759719753694464406344133";"6027700B";"27/09/2018 20:19:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1105384";"598103596509072088346194";"961D5064";"28/09/2018 15:48:00";"*"
